test_name, num_threads, time
atomic, 3, 37096400
sync, 3, 46692000
lock, 3, 51918200
tournament, 4, 183841000
atomic, 4, 36595100
sync, 4, 57484600
lock, 4, 50459300
tournament, 5, 266351100
atomic, 5, 62132700
sync, 5, 51217100
lock, 5, 50000000
tournament, 6, 271315400
atomic, 6, 71396000
sync, 6, 52251500
lock, 6, 50734000
tournament, 7, 316856000
atomic, 7, 65738700
sync, 7, 55857900
lock, 7, 50157500
tournament, 8, 419273400
atomic, 8, 68890700
sync, 8, 52486200
lock, 8, 50506800
tournament, 1, 29569700
atomic, 1, 10788500
sync, 1, 29470400
lock, 1, 34171900
tournament, 2, 106244800
atomic, 2, 42074500
sync, 2, 45426800
lock, 2, 58008200
tournament, 3, 193177200
atomic, 3, 53908000
sync, 3, 57133800
lock, 3, 54237500
tournament, 4, 185095200
atomic, 4, 65261000
sync, 4, 53321500
lock, 4, 51023100
tournament, 5, 299037700
atomic, 5, 79168400
sync, 5, 50885200
lock, 5, 50591400
tournament, 6, 314548800
atomic, 6, 70696500
sync, 6, 51633900
lock, 6, 51108600
tournament, 7, 327757100
atomic, 7, 67479900
sync, 7, 53191800
lock, 7, 50562100
tournament, 8, 320699100
atomic, 8, 75069600
sync, 8, 52710500
lock, 8, 51253900
tournament, 1, 27981900
atomic, 1, 10685800
sync, 1, 17193400
lock, 1, 32841900
tournament, 2, 100116700
atomic, 2, 36475100
sync, 2, 42119700
lock, 2, 60282800
tournament, 3, 168532400
atomic, 3, 53146200
sync, 3, 44606900
lock, 3, 53320500
tournament, 4, 172384800
atomic, 4, 78789500
sync, 4, 53643600
lock, 4, 51043500
tournament, 5, 279123100
atomic, 5, 64369600
sync, 5, 55034700
lock, 5, 51986800
tournament, 6, 330405800
atomic, 6, 79658400
sync, 6, 52995500
lock, 6, 50437000
tournament, 7, 248233500
atomic, 7, 57521100
sync, 7, 52872000
lock, 7, 51214300
tournament, 8, 249388600
atomic, 8, 60963500
sync, 8, 53350700
lock, 8, 51749600
tournament, 1, 28936000
atomic, 1, 10953600
sync, 1, 29635600
lock, 1, 32790000
tournament, 2, 130460900
atomic, 2, 38528500
sync, 2, 42924100
lock, 2, 58099000
tournament, 3, 160878400
atomic, 3, 46008900
sync, 3, 48461600
lock, 3, 54443300
tournament, 4, 175643700
atomic, 4, 78892900
sync, 4, 53398400
lock, 4, 54790100
tournament, 5, 255806000
atomic, 5, 80379900
sync, 5, 55825200
lock, 5, 51912100
tournament, 6, 314133300
atomic, 6, 60005400
sync, 6, 51816600
lock, 6, 51355800
tournament, 7, 350246700
atomic, 7, 70983400
sync, 7, 51037500
lock, 7, 52888000
tournament, 8, 273024400
atomic, 8, 80410300
sync, 8, 53036300
lock, 8, 50518600
tournament, 1, 28240000
atomic, 1, 10834300
sync, 1, 17490000
lock, 1, 32737000
tournament, 2, 126530800
atomic, 2, 16840200
sync, 2, 35837300
lock, 2, 66032600
tournament, 3, 194098400
atomic, 3, 28559900
sync, 3, 51815600
lock, 3, 53680300
tournament, 4, 164724000
atomic, 4, 63325100
sync, 4, 51461500
lock, 4, 50976800
tournament, 5, 301817300
atomic, 5, 64012500
sync, 5, 51845300
lock, 5, 51450700
tournament, 6, 307868200
atomic, 6, 67085900
sync, 6, 54122900
lock, 6, 51115600
tournament, 7, 538846300
atomic, 7, 67086900
sync, 7, 52670700
lock, 7, 51678700
tournament, 8, 534096400
atomic, 8, 52972900
sync, 8, 51894000
lock, 8, 49776600
tournament, 1, 28733400
atomic, 1, 10677000
sync, 1, 29192200
lock, 1, 33144300
tournament, 2, 94165000
atomic, 2, 21888000
sync, 2, 42529100
lock, 2, 61168400
tournament, 3, 184362000
atomic, 3, 47545600
sync, 3, 46845100
lock, 3, 54611400
tournament, 4, 168921700
atomic, 4, 62771600
sync, 4, 54874800
lock, 4, 50840100
tournament, 5, 287310100
atomic, 5, 80403900
sync, 5, 51032000
lock, 5, 50983500
tournament, 6, 290634000
atomic, 6, 69384100
sync, 6, 50825900
lock, 6, 51097100
tournament, 7, 368062400
atomic, 7, 69576300
sync, 7, 60853900
lock, 7, 52122300
tournament, 8, 271215700
atomic, 8, 80217700
sync, 8, 58072200
lock, 8, 50601300
tournament, 1, 29454500
atomic, 1, 10860100
sync, 1, 29388900
lock, 1, 33136900
tournament, 2, 110648300
atomic, 2, 43122300
sync, 2, 37399200
lock, 2, 61160700
tournament, 3, 166816900
atomic, 3, 43978400
sync, 3, 49360400
lock, 3, 56454700
tournament, 4, 183021800
atomic, 4, 62864300
sync, 4, 52790100
lock, 4, 50694500
tournament, 5, 325528500
atomic, 5, 62179600
sync, 5, 51302700
lock, 5, 51546300
tournament, 6, 278204300
atomic, 6, 59723300
sync, 6, 52320800
lock, 6, 49768600
tournament, 7, 315532900
atomic, 7, 67869800
sync, 7, 52481900
lock, 7, 50054400
tournament, 8, 320722600
atomic, 8, 93004800
sync, 8, 51641800
lock, 8, 51140700
tournament, 1, 28705200
atomic, 1, 10873300
sync, 1, 17340700
lock, 1, 32837600
tournament, 2, 75516100
atomic, 2, 43396600
sync, 2, 40033500
lock, 2, 60430400
tournament, 3, 196582800
atomic, 3, 49102300
sync, 3, 47815400
lock, 3, 52809000
tournament, 4, 185676300
atomic, 4, 89184700
sync, 4, 50117100
lock, 4, 50492000
tournament, 5, 353197100
atomic, 5, 72730300
sync, 5, 55225100
lock, 5, 50979100
tournament, 6, 382333100
atomic, 6, 73044400
sync, 6, 53102600
lock, 6, 50283200
tournament, 7, 253717000
atomic, 7, 69156200
sync, 7, 54283500
lock, 7, 51528700
tournament, 8, 344793300
atomic, 8, 81446600
sync, 8, 53161600
lock, 8, 51340900
tournament, 1, 29080100
atomic, 1, 10956500
sync, 1, 29542500
lock, 1, 32759900
tournament, 2, 129856600
atomic, 2, 30181200
sync, 2, 40053400
lock, 2, 63645400
tournament, 3, 161089400
atomic, 3, 55663100
sync, 3, 46811900
lock, 3, 53258800
tournament, 4, 183799500
atomic, 4, 86067800
sync, 4, 53321900
lock, 4, 51493400
tournament, 5, 293433500
atomic, 5, 74812700
sync, 5, 53646700
lock, 5, 50142400
tournament, 6, 257514600
atomic, 6, 72041200
sync, 6, 50963400
lock, 6, 50374800
tournament, 7, 308495600
atomic, 7, 71055900
sync, 7, 53020700
lock, 7, 50652000
tournament, 8, 384154500
atomic, 8, 64679400
sync, 8, 52783600
lock, 8, 49950500
tournament, 1, 28218000
atomic, 1, 10640500
sync, 1, 17204500
lock, 1, 32570800
tournament, 2, 79588100
atomic, 2, 15452600
sync, 2, 41539000
lock, 2, 60936500
tournament, 3, 171212500
atomic, 3, 54797800
sync, 3, 46867900
lock, 3, 55445800
tournament, 4, 172856700
atomic, 4, 45498400
sync, 4, 52295400
lock, 4, 51689900
tournament, 5, 302923300
atomic, 5, 57898200
sync, 5, 52469000
lock, 5, 51676400
tournament, 6, 283508300
atomic, 6, 65596400
sync, 6, 53300600
lock, 6, 51152600
tournament, 7, 361938500
atomic, 7, 66646700
sync, 7, 54529500
lock, 7, 51972200
tournament, 8, 523860900
atomic, 8, 81561400
sync, 8, 53318600
lock, 8, 50025500
tournament, 1, 30029000
atomic, 1, 10824300
sync, 1, 29170000
lock, 1, 32499600
tournament, 2, 91363900
atomic, 2, 19303600
sync, 2, 41425200
lock, 2, 58373200
tournament, 3, 180373000
atomic, 3, 48655600
sync, 3, 46415700
lock, 3, 53417600
tournament, 4, 167258800
atomic, 4, 63436200
sync, 4, 52624700
lock, 4, 51398800
tournament, 5, 248076200
atomic, 5, 69549700
sync, 5, 52590100
lock, 5, 51914000
tournament, 6, 325780400
atomic, 6, 73524700
sync, 6, 52717200
lock, 6, 50552900
tournament, 7, 263774100
atomic, 7, 73807700
sync, 7, 52070600
lock, 7, 51858700
tournament, 8, 459786600
atomic, 8, 73536900
sync, 8, 51335700
lock, 8, 50402500
tournament, 1, 28838100
atomic, 1, 10777800
sync, 1, 29514600
lock, 1, 33091300
tournament, 2, 142111000
atomic, 2, 27233800
sync, 2, 39188000
lock, 2, 62625500
tournament, 3, 180051400
atomic, 3, 52723700
sync, 3, 48127400
lock, 3, 55353000
tournament, 4, 193934500
atomic, 4, 60368400
sync, 4, 51254800
lock, 4, 51825500
tournament, 5, 284868300
atomic, 5, 54424700
sync, 5, 53501000
lock, 5, 50702000
tournament, 6, 220916600
atomic, 6, 71165000
sync, 6, 51136100
lock, 6, 51492200
tournament, 7, 333043400
atomic, 7, 67881200
sync, 7, 53762000
lock, 7, 50934800
tournament, 8, 364311500
atomic, 8, 86759600
sync, 8, 50861300
lock, 8, 50095500
tournament, 1, 28534800
atomic, 1, 10671000
sync, 1, 17365000
lock, 1, 33195000
tournament, 2, 125978400
atomic, 2, 36460200
sync, 2, 39543800
lock, 2, 66072400
tournament, 3, 172052000
atomic, 3, 53918700
sync, 3, 46252700
lock, 3, 52729300
tournament, 4, 155505000
atomic, 4, 67890600
sync, 4, 51915300
lock, 4, 51440700
tournament, 5, 264278900
atomic, 5, 77167400
sync, 5, 54638100
lock, 5, 51378200
tournament, 6, 301943700
atomic, 6, 70661500
sync, 6, 54592300
lock, 6, 50963500
tournament, 7, 408038700
atomic, 7, 64033400
sync, 7, 56260700
lock, 7, 51934300
tournament, 8, 359590200
atomic, 8, 64363200
sync, 8, 52330200
lock, 8, 51522100
tournament, 1, 28990900
atomic, 1, 10738800
sync, 1, 29332600
lock, 1, 34211800
tournament, 2, 112628600
atomic, 2, 38788900
sync, 2, 35907000
lock, 2, 61661700
tournament, 3, 142374000
atomic, 3, 45605500
sync, 3, 48521100
lock, 3, 57172000
tournament, 4, 169763200
atomic, 4, 65010300
sync, 4, 51912100
lock, 4, 52713300
tournament, 5, 254028000
atomic, 5, 68445400
sync, 5, 51866200
lock, 5, 52014700
tournament, 6, 227761500
atomic, 6, 50993800
sync, 6, 51591100
lock, 6, 49585200
tournament, 7, 295979000
atomic, 7, 83698600
sync, 7, 53273700
lock, 7, 53777900
tournament, 8, 331334200
atomic, 8, 66235900
sync, 8, 54142200
lock, 8, 50696700
tournament, 1, 29547200
atomic, 1, 10745500
sync, 1, 29246900
lock, 1, 33983500
tournament, 2, 123392400
atomic, 2, 17894300
sync, 2, 38691700
lock, 2, 59028200
tournament, 3, 185696800
atomic, 3, 42700500
sync, 3, 46923200
lock, 3, 52007800
tournament, 4, 183291600
atomic, 4, 74827100
sync, 4, 52903200
lock, 4, 51024500
tournament, 5, 274582400
atomic, 5, 69018500
sync, 5, 54721600
lock, 5, 50075900
tournament, 6, 324343000
atomic, 6, 70386800
sync, 6, 52291400
lock, 6, 51618900
tournament, 7, 286028000
atomic, 7, 57829600
sync, 7, 53608300
lock, 7, 49845400
tournament, 8, 593932700
atomic, 8, 81087700
sync, 8, 51672700
lock, 8, 50687200
tournament, 1, 28347700
atomic, 1, 10750900
sync, 1, 18830700
lock, 1, 32643600
tournament, 2, 117313700
atomic, 2, 46076500
sync, 2, 41180000
lock, 2, 58201400
tournament, 3, 159810000
atomic, 3, 47895100
sync, 3, 45827800
lock, 3, 52078200
tournament, 4, 163562600
atomic, 4, 91036400
sync, 4, 55459500
lock, 4, 50263300
tournament, 5, 255637600
atomic, 5, 57476200
sync, 5, 52925300
lock, 5, 51778600
tournament, 6, 290568000
atomic, 6, 67308100
sync, 6, 53869700
lock, 6, 50200200
tournament, 7, 273423200
atomic, 7, 65406700
sync, 7, 53234900
lock, 7, 51087900
tournament, 8, 263222100
atomic, 8, 51641700
sync, 8, 53801800
lock, 8, 50613200
tournament, 1, 28828800
atomic, 1, 12199700
sync, 1, 29449800
lock, 1, 32885700
tournament, 2, 153857300
atomic, 2, 47445900
sync, 2, 41047800
lock, 2, 58911800
tournament, 3, 205677700
atomic, 3, 48627700
sync, 3, 45748200
lock, 3, 52852700
tournament, 4, 180013700
atomic, 4, 69748100
sync, 4, 53491000
lock, 4, 52478500
tournament, 5, 274236500
atomic, 5, 57292900
sync, 5, 53830800
lock, 5, 50917400
tournament, 6, 291504700
atomic, 6, 61106900
sync, 6, 53023600
lock, 6, 51334100
tournament, 7, 271333100
atomic, 7, 80141400
sync, 7, 52740700
lock, 7, 50393500
tournament, 8, 347833300
atomic, 8, 72969000
sync, 8, 51782900
lock, 8, 51693500
tournament, 1, 31327800
atomic, 1, 11950700
sync, 1, 29431700
lock, 1, 32758000
tournament, 2, 83412100
atomic, 2, 37239000
sync, 2, 46896900
lock, 2, 63046800
tournament, 3, 168332500
atomic, 3, 35308500
sync, 3, 51224800
lock, 3, 53705200
tournament, 4, 156480700
atomic, 4, 71363900
sync, 4, 53395900
lock, 4, 52858600
tournament, 5, 247849300
atomic, 5, 76995200
sync, 5, 54776400
lock, 5, 51129400
tournament, 6, 285593500
atomic, 6, 77077600
sync, 6, 51410600
lock, 6, 50645400
tournament, 7, 383743100
atomic, 7, 69958300
sync, 7, 53833300
lock, 7, 51143900
tournament, 8, 423623500
atomic, 8, 61582100
sync, 8, 51954400
lock, 8, 50647900
tournament, 1, 32298400
atomic, 1, 10818500
sync, 1, 29725700
lock, 1, 33092600
tournament, 2, 127101000
atomic, 2, 31770000
sync, 2, 40919800
lock, 2, 58111000
tournament, 3, 170555100
atomic, 3, 48204500
sync, 3, 47758100
lock, 3, 53350900
tournament, 4, 159289300
atomic, 4, 62604100
sync, 4, 52010400
lock, 4, 51863100
tournament, 5, 316945500
atomic, 5, 58441900
sync, 5, 55360800
lock, 5, 52992200
tournament, 6, 293778400
atomic, 6, 46974500
sync, 6, 52937700
lock, 6, 53543000
tournament, 7, 373331900
atomic, 7, 78764700
sync, 7, 52678400
lock, 7, 53581000
tournament, 8, 252973100
atomic, 8, 52067400
sync, 8, 53157600
lock, 8, 52933500
tournament, 1, 49707200
atomic, 1, 11666200
sync, 1, 29710900
lock, 1, 35573700
tournament, 2, 107874400
atomic, 2, 47117100
sync, 2, 39840500
lock, 2, 62607800
tournament, 3, 148813200
atomic, 3, 46745400
sync, 3, 50194100
lock, 3, 53715700
tournament, 4, 173853600
atomic, 4, 58418500
sync, 4, 63592800
lock, 4, 52907200
tournament, 5, 283685600
atomic, 5, 70885500
sync, 5, 57184100
lock, 5, 52736100
tournament, 6, 275129600
atomic, 6, 40798100
sync, 6, 54685300
lock, 6, 52830200
tournament, 7, 549896800
atomic, 7, 59321300
sync, 7, 56735600
lock, 7, 52533600
tournament, 8, 316135700
atomic, 8, 57843900
sync, 8, 54666800
lock, 8, 53800200
tournament, 1, 33632500
atomic, 1, 10809700
sync, 1, 29096800
lock, 1, 32446500
tournament, 2, 100885200
atomic, 2, 25620200
sync, 2, 36172300
lock, 2, 59292200
tournament, 3, 175334900
atomic, 3, 45494900
sync, 3, 47055400
lock, 3, 51260600
tournament, 4, 169000000
atomic, 4, 72002800
sync, 4, 53296400
lock, 4, 49938000
tournament, 5, 306191900
atomic, 5, 57225100
sync, 5, 53020200
lock, 5, 50941100
tournament, 6, 340459500
atomic, 6, 60788000
sync, 6, 53654800
lock, 6, 50689700
tournament, 7, 472847600
atomic, 7, 71855700
sync, 7, 53181000
lock, 7, 52037800
tournament, 8, 597365100
atomic, 8, 82465100
sync, 8, 51461500
lock, 8, 51475700
tournament, 1, 29523800
atomic, 1, 10979000
sync, 1, 30304700
lock, 1, 32781900
tournament, 2, 117969500
atomic, 2, 24586200
sync, 2, 38110400
lock, 2, 62796700
tournament, 3, 156708800
atomic, 3, 51251200
sync, 3, 46654900
lock, 3, 52846000
tournament, 4, 196792000
atomic, 4, 73153200
sync, 4, 51022600
lock, 4, 50933700
tournament, 5, 283875700
atomic, 5, 80013700
sync, 5, 52161500
lock, 5, 49576100
tournament, 6, 277775100
atomic, 6, 66288100
sync, 6, 52541600
lock, 6, 49695100
tournament, 7, 438896000
atomic, 7, 68142300
sync, 7, 53715700
lock, 7, 50790700
tournament, 8, 249794100
atomic, 8, 71229800
sync, 8, 54745500
lock, 8, 51243800
tournament, 1, 28150700
atomic, 1, 11133800
sync, 1, 17417500
lock, 1, 32785600
tournament, 2, 91463200
atomic, 2, 42418800
sync, 2, 39140300
lock, 2, 61403100
tournament, 3, 177307400
atomic, 3, 43015000
sync, 3, 46423900
lock, 3, 54951200
tournament, 4, 175383900
atomic, 4, 54654800
sync, 4, 56583200
lock, 4, 51104900
tournament, 5, 255966500
atomic, 5, 69538300
sync, 5, 52898200
lock, 5, 52375100
tournament, 6, 298489600
atomic, 6, 69741200
sync, 6, 51063600
lock, 6, 50779400
tournament, 7, 287586900
atomic, 7, 78441700
sync, 7, 52789600
lock, 7, 50202700
tournament, 8, 390835800
atomic, 8, 85699400
sync, 8, 52020400
lock, 8, 50290200
tournament, 1, 28554800
atomic, 1, 10667700
sync, 1, 29076400
lock, 1, 32909300
tournament, 2, 115142600
atomic, 2, 40681500
sync, 2, 39844500
lock, 2, 65290600
tournament, 3, 158920100
atomic, 3, 38099400
sync, 3, 47206000
lock, 3, 52557400
tournament, 4, 155181900
atomic, 4, 87856200
sync, 4, 51195200
lock, 4, 50810500
tournament, 5, 231494800
atomic, 5, 61680900
sync, 5, 51482100
lock, 5, 50276900
tournament, 6, 449344300
atomic, 6, 81272800
sync, 6, 51411300
lock, 6, 50361400
tournament, 7, 300188900
atomic, 7, 70456500
sync, 7, 53472300
lock, 7, 50304900
tournament, 8, 251516100
atomic, 8, 68950000
sync, 8, 53314400
lock, 8, 50418600
tournament, 1, 35217200
atomic, 1, 10893900
sync, 1, 29397000
lock, 1, 32904500
tournament, 2, 127647100
atomic, 2, 46903300
sync, 2, 41047800
lock, 2, 58565700
tournament, 3, 159129900
atomic, 3, 53564200
sync, 3, 45534500
lock, 3, 53440900
tournament, 4, 188593200
atomic, 4, 77421400
sync, 4, 53052100
lock, 4, 50902500
tournament, 5, 263158400
atomic, 5, 65848600
sync, 5, 52965700
lock, 5, 50637500
tournament, 6, 264512100
atomic, 6, 65434500
sync, 6, 51167400
lock, 6, 50914500
tournament, 7, 338351600
atomic, 7, 70520600
sync, 7, 52109200
lock, 7, 50847700
tournament, 8, 462423200
atomic, 8, 84072400
sync, 8, 52329200
lock, 8, 50654700
tournament, 1, 30741700
atomic, 1, 10660300
sync, 1, 18680000
lock, 1, 32971200
tournament, 2, 82000200
atomic, 2, 18121400
sync, 2, 42550800
lock, 2, 57954700
tournament, 3, 173337100
atomic, 3, 38543500
sync, 3, 49871900
lock, 3, 53535900
tournament, 4, 155038100
atomic, 4, 62816500
sync, 4, 54300200
lock, 4, 52360200
tournament, 5, 246113900
atomic, 5, 79552700
sync, 5, 56011200
lock, 5, 50431100
tournament, 6, 317901900
atomic, 6, 62247000
sync, 6, 50485800
lock, 6, 51457200
tournament, 7, 276045400
atomic, 7, 63250900
sync, 7, 54979200
lock, 7, 55085400
tournament, 8, 396058200
atomic, 8, 85181400
sync, 8, 54736600
lock, 8, 52450900
tournament, 1, 31606500
atomic, 1, 10791700
sync, 1, 29362700
lock, 1, 32996700
tournament, 2, 102186100
atomic, 2, 46177600
sync, 2, 42163300
lock, 2, 65287600
tournament, 3, 162743500
atomic, 3, 53165900
sync, 3, 46722100
lock, 3, 55434100
tournament, 4, 182771200
atomic, 4, 67380500
sync, 4, 54177100
lock, 4, 52851900
tournament, 5, 332070100
atomic, 5, 55738600
sync, 5, 55199000
lock, 5, 53964300
tournament, 6, 409475300
atomic, 6, 69305800
sync, 6, 56515600
lock, 6, 51766900
tournament, 7, 286503100
atomic, 7, 63090800
sync, 7, 54540500
lock, 7, 50909900
tournament, 8, 338376700
atomic, 8, 65887000
sync, 8, 53193100
lock, 8, 52999100
tournament, 1, 39866600
atomic, 1, 11786100
sync, 1, 18801800
lock, 1, 32999000
tournament, 2, 135556700
atomic, 2, 35614900
sync, 2, 42240500
lock, 2, 60001200
tournament, 3, 172978500
atomic, 3, 54319600
sync, 3, 55550700
lock, 3, 55225000
tournament, 4, 172631300
atomic, 4, 77064600
sync, 4, 65815700
lock, 4, 54559300
tournament, 5, 327930300
atomic, 5, 81071800
sync, 5, 54586300
lock, 5, 51201300
tournament, 6, 263792900
atomic, 6, 61106300
sync, 6, 53931800
lock, 6, 51121400
tournament, 7, 276650500
atomic, 7, 57562600
sync, 7, 55811000
lock, 7, 51263000
tournament, 8, 447700400
atomic, 8, 67204400
sync, 8, 54473800
lock, 8, 53454700
tournament, 1, 48027700
atomic, 1, 12014900
sync, 1, 19090500
lock, 1, 34140300
tournament, 2, 107685300
atomic, 2, 36027300
sync, 2, 38048500
lock, 2, 70507400
tournament, 3, 161242500
atomic, 3, 48309800
sync, 3, 52054200
lock, 3, 53711700
tournament, 4, 170207300
atomic, 4, 63515800
sync, 4, 54507600
lock, 4, 54317500
tournament, 5, 314384400
atomic, 5, 69791400
sync, 5, 52191600
lock, 5, 53351700
tournament, 6, 293570200
atomic, 6, 50929400
sync, 6, 55188400
lock, 6, 53623400
tournament, 7, 229263500
atomic, 7, 81258800
sync, 7, 53279500
lock, 7, 52879800
tournament, 8, 670174300
atomic, 8, 70226600
sync, 8, 53655100
lock, 8, 50902400
tournament, 1, 29439800
atomic, 1, 10823000
sync, 1, 17333400
lock, 1, 32431100
tournament, 2, 122230500
atomic, 2, 24068700
sync, 2, 37668900
lock, 2, 58653000
tournament, 3, 172287400
atomic, 3, 44794000
sync, 3, 48802800
lock, 3, 53390100
tournament, 4, 165435800
atomic, 4, 64413700
sync, 4, 51000900
lock, 4, 50931600
tournament, 5, 314651000
atomic, 5, 68001800
sync, 5, 51493900
lock, 5, 50081400
tournament, 6, 241290300
atomic, 6, 68516100
sync, 6, 52770600
lock, 6, 49930600
tournament, 7, 275175100
atomic, 7, 70095000
sync, 7, 52922200
lock, 7, 50903600
tournament, 8, 620942200
atomic, 8, 68147600
sync, 8, 52261800
lock, 8, 49843900
tournament, 1, 28923700
atomic, 1, 11719000
sync, 1, 29125800
lock, 1, 32656000
tournament, 2, 102493200
atomic, 2, 15955200
sync, 2, 41728500
lock, 2, 59496400
tournament, 3, 168323400
atomic, 3, 39680600
sync, 3, 49065700
lock, 3, 52259200
tournament, 4, 171289000
atomic, 4, 49156800
sync, 4, 51846200
lock, 4, 51885000
tournament, 5, 278129000
atomic, 5, 68344100
sync, 5, 52930900
lock, 5, 51161500
tournament, 6, 320138900
atomic, 6, 73104500
sync, 6, 52650900
lock, 6, 51361600
tournament, 7, 342608100
atomic, 7, 78597400
sync, 7, 51982700
lock, 7, 50490600
tournament, 8, 437750700
atomic, 8, 69304200
sync, 8, 52748600
lock, 8, 51318200
tournament, 1, 28338800
atomic, 1, 11301400
sync, 1, 29331000
lock, 1, 32522100
tournament, 2, 95427800
atomic, 2, 23017700
sync, 2, 47664000
lock, 2, 61010800
tournament, 3, 164907300
atomic, 3, 52429800
sync, 3, 54960900
lock, 3, 51626600
tournament, 4, 188219900
atomic, 4, 82258000
sync, 4, 52968400
lock, 4, 52053700
tournament, 5, 281026200
atomic, 5, 67977600
sync, 5, 52699700
lock, 5, 50792000
tournament, 6, 367622000
atomic, 6, 78806300
sync, 6, 52235100
lock, 6, 50666700
tournament, 7, 256894800
atomic, 7, 67975100
sync, 7, 53992000
lock, 7, 51287000
tournament, 8, 297290000
atomic, 8, 64470900
sync, 8, 53497600
lock, 8, 51807900
tournament, 1, 32547600
atomic, 1, 10650200
sync, 1, 29609500
lock, 1, 33061500
tournament, 2, 96495400
atomic, 2, 26868300
sync, 2, 42926200
lock, 2, 61090800
tournament, 3, 194223000
atomic, 3, 48800000
sync, 3, 48423000
lock, 3, 55896800
tournament, 4, 172021000
atomic, 4, 66954400
sync, 4, 53417900
lock, 4, 51123900
tournament, 5, 294945200
atomic, 5, 63967200
sync, 5, 56516600
lock, 5, 50586000
tournament, 6, 311523600
atomic, 6, 61529800
sync, 6, 52695800
lock, 6, 51256500
tournament, 7, 335644600
atomic, 7, 74116500
sync, 7, 52220800
lock, 7, 51065000
tournament, 8, 275771800
atomic, 8, 70193100
sync, 8, 53637100
lock, 8, 51073200
tournament, 1, 29170100
atomic, 1, 10638700
sync, 1, 29355300
lock, 1, 34024000
tournament, 2, 111894600
atomic, 2, 25885600
sync, 2, 39292700
lock, 2, 69007700
tournament, 3, 152726200
atomic, 3, 50469800
sync, 3, 45783300
lock, 3, 53148300
tournament, 4, 196438200
atomic, 4, 68722100
sync, 4, 50261700
lock, 4, 51009500
tournament, 5, 274454200
atomic, 5, 69377700
sync, 5, 52128200
lock, 5, 50907700
